"R0000100","R4893600","R4893700","R4893800","R4893900","R4894000","R5459400","R5464100","R5473500","R5484100","R5532200","R5532300","R5532400","R5532500","R5532600","R7222400","R7227800","R7237200","R7248400","R7273600","R7273700","R7273800","R7273900","R7274000","R7274100","S0920800","S0920900","S0921000","S0921100","S0921200","S1530100","S1530200","S1530300","S1530400","S1530500","S1530600","S1530700","S1530800","S1530900","S1531000","S1535500","S1541700","S1552500","S1564300","S2000000","S2000100","S2000200","S2000300","S2000400","S2000500","S2000600","S2005400","S2011500","S2022300","S2034400","S3800000","S3800100","S3800200","S3800300","S3800400","S3800500","S3800600","S3800700","S3805700","S3812400","S3823200","S3835800","S4681900","S4682000","S4682100","S4682200","S4682300","S5400000","S5400100","S5400200","S5400300","S5400400","S5400500","S5400600","S5405600","S5412800","S5423200","S5436300","S7500000","S7500100","S7500200","S7500300","S7500400","S7500500","S7500600","S7500700","S7500800","S7506100","S7513700","S7525300","S7537100","S8332300","S8332400","S8332500","S8332600","S8332700","T0007500","T0007600","T0007700","T0007800","T0007900","T0008000","T0009400","T0014100","T0025600","T0033700","T2009900","T2010000","T2010100","T2010200","T2010300","T2010400","T2010500","T2010600","T2010700","T2012100","T2016200","T2020500","T2021300","T2782600","T2782700","T2782800","T2782900","T2783000","T3600200","T3600300","T3600400","T3600500","T3600600","T3600700","T3600800","T3600900","T3601000","T3601100","T3602100","T3606500","T3611200","T3612000","T5200700","T5200800","T5200900","T5201000","T5201100","T5201200","T5202300","T5206900","T5211600","T5211900","T6143700","T6143800","T6143900","T6144000","T6144100"
5309,3,2,3,2,4,2,-4,1,0,-4,-4,-4,-4,-4,2,-4,1,1,-4,-4,-4,-4,-4,-4,3,2,3,3,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-3,2,1,2,-4,-4,-4,-4,-4,-4,2,1200,1,1,3,-4,-4,-4,-4,-4,-4,-4,3,5,3,1,3,3,2,3,3,3,-4,-4,-4,-4,-4,-4,2,18000,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,14850,1,1,4,2,3,2,4,2,-4,-4,-4,-4,-4,2,20000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,22000,2,1,3,2,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,20000,2,1,-4,-4,-4,-4,-4,-4,2,35050,2,1,3,2,2,3,3
5310,3,3,3,3,3,2,-3,2,0,1,-4,-4,-4,-4,2,71000,2,0,-3,-4,-4,-4,-4,-4,2,4,4,3,4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,17400,1,1,2,1,-4,-4,-4,-4,-4,2,17000,3,1,2,-4,-4,-4,-4,-4,-4,-4,2,18000,2,0,2,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,2,22000,2,0,3,-4,-4,-4,-4,-4,-4,-4,-4,2,74000,1,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,2,90000,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,80633,1,0,3,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,42085,1,2,1,-4,-4,-4,-4,-4,2,38718,1,0,3,3,3,2,4
5311,2,3,2,3,4,2,73500,1,0,2,-4,-4,-4,-4,2,93000,1,1,-3,-4,-4,-4,-4,-4,1,4,2,3,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,82300,1,1,-4,-4,-4,-4,-4,-4,-4,2,98070,1,1,-4,-4,-4,-4,-4,-4,-4,-4,2,97750,1,1,2,4,3,3,3,3,-4,-4,-4,-4,-4,-4,2,49900,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,61500,2,0,3,2,3,2,4,-4,-4,-4,-4,-4,-4,2,65500,2,0,3,-4,-4,-4,-4,-4,-4,-4,-4,3,73300,3,1,2,3,2,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,68750,3,1,1,-4,-4,-4,-4,-4,3,84000,3,1,2,4,2,3,3
5312,4,2,4,2,4,2,-4,1,0,-4,-4,-4,-4,-4,2,114000,1,1,1,1,-4,-4,-4,-4,3,2,1,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,1,1,2,-4,-4,-4,-4,-4,-4,2,14000,1,1,2,-4,-4,-4,-4,-4,-4,-4,2,3750,3,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,2,343969,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,82500,3,1,4,1,4,1,4,2,-4,-4,-4,-4,-4,2,1000,3,1,2,-4,-4,-4,-4,-4,-4,-4,-4,2,0,3,1,4,2,4,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,50000,3,1,-4,-4,-4,-4,-4,-4,2,-3,3,1,3,2,3,2,4
5313,3,3,3,2,4,2,12500,1,2,-4,-4,-4,-4,-4,2,55000,1,2,-4,-4,-4,-4,-4,-4,3,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,58000,1,2,2,-4,-4,-4,-4,-4,-4,2,80000,1,1,-4,-4,-4,-4,-4,-4,-4,-4,2,-3,1,0,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,2,44800,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,34000,1,0,3,2,4,1,4,2,-4,-4,-4,-4,-4,2,134000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,101000,2,1,2,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,156000,2,1,-4,-4,-4,-4,-4,-4,2,102350,2,1,3,3,4,2,4
5314,3,3,3,3,3,2,56000,1,2,-4,-4,-4,-4,-4,2,28000,1,2,-4,-4,-4,-4,-4,-4,1,3,4,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,46000,1,2,-4,-4,-4,-4,-4,-4,-4,2,36000,1,2,-4,-4,-4,-4,-4,-4,-4,-4,2,33000,1,0,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,2,35000,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,28000,1,0,3,2,4,2,4,-4,-4,-4,-4,-4,-4,2,35000,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,35000,1,0,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,81000,4,2,-4,-4,-4,-4,-4,-4,2,50250,1,0,3,2,4,2,4
5315,3,2,4,2,4,2,-4,1,1,-4,-4,-4,-4,-4,2,-4,1,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,1,2,2,1,-4,-4,-4,-4,-4,2,100000,1,1,-4,-4,-4,-4,-4,-4,-4,-4,2,56950,1,1,3,2,4,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,2,88000,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,172750,1,0,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,92250,1,2,-4,-4,-4,-4,-4,-4,2,70000,1,0,4,2,4,2,4
5316,4,2,4,2,4,2,56900,1,2,2,2,-4,-4,-4,2,-3,1,2,-4,-4,-4,-4,-4,-4,4,1,4,1,4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,42500,1,1,-4,-4,-4,-4,-4,-4,-4,2,45000,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,-4,-4,-4,-4,-4,2,125000,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,30000,1,0,4,1,4,1,4,-4,-4,-4,-4,-4,-4,2,-3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,54000,1,1,4,2,4,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,79000,1,1,-4,-4,-4,-4,-4,-4,2,66000,1,1,4,1,4,1,4
5317,4,2,4,2,4,2,-4,1,2,-4,-4,-4,-4,-4,2,35020,1,1,-4,-4,-4,-4,-4,-4,4,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,24020,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5318,3,2,4,2,4,2,-4,1,0,-4,-4,-4,-4,-4,2,4500,1,1,2,-4,-4,-4,-4,-4,3,2,3,2,4,2,-3,-4,-4,-4,-4,-4,-4,-4,-4,2,26500,1,0,2,1,-4,-4,-4,-4,-4,2,25000,1,0,-4,-4,-4,-4,-4,-4,-4,-4,2,25000,1,0,3,2,3,2,3,-4,-4,-4,-4,-4,-4,-4,2,23400,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,42000,1,0,3,3,3,3,3,1,-4,-4,-4,-4,-4,2,51000,1,0,1,-4,-4,-4,-4,-4,-4,-4,-4,2,35338,1,1,3,2,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,62356,1,1,-4,-4,-4,-4,-4,-4,2,34776,1,1,3,3,3,2,3
5319,4,3,3,2,4,2,35030,1,0,-4,-4,-4,-4,-4,2,55060,1,0,-4,-4,-4,-4,-4,-4,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,49600,1,0,-4,-4,-4,-4,-4,-4,-4,2,73200,1,0,-4,-4,-4,-4,-4,-4,-4,-4,2,90600,1,0,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,2,73280,1,0,2,-4,-4,-4,-4,-4,-4,-4,-4,2,17850,1,0,4,2,3,2,4,-4,-4,-4,-4,-4,-4,2,48010,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,51015,1,0,3,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,51020,1,0,-4,-4,-4,-4,-4,-4,2,43152,1,0,3,3,3,2,4
5320,3,2,3,2,4,2,-4,1,0,-4,-4,-4,-4,-4,2,75400,1,0,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,72500,1,0,2,2,-4,-4,-4,-4,-4,2,62000,1,0,-4,-4,-4,-4,-4,-4,-4,-4,2,73000,1,0,3,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,2,41000,1,0,3,-4,-4,-4,-4,-4,-4,-4,-4,3,2500,2,1,3,3,3,2,3,-4,-4,-4,-4,-4,-4,3,40250,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5321,3,3,3,2,4,2,25000,3,1,-3,1,-4,-4,-4,2,22000,3,1,-4,-4,-4,-4,-4,-4,4,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,16500,3,1,-4,-4,-4,-4,-4,-4,-4,2,32000,3,1,3,3,-4,-4,-4,-4,-4,-4,2,22000,3,1,4,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,2,21190,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,13250,3,1,4,3,4,2,4,-4,-4,-4,-4,-4,-4,2,26237,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,29060,3,1,2,3,3,2,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,80500,3,1,-4,-4,-4,-4,-4,-4,4,14500,3,1,3,3,3,3,4
5322,3,2,3,2,4,2,-4,1,0,-4,-4,-4,-4,-4,2,-4,1,0,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,28120,1,0,1,-4,-4,-4,-4,-4,-4,2,3020,1,1,-4,-4,-4,-4,-4,-4,-4,-4,2,20250,1,1,3,2,4,2,4,2,-4,-4,-4,-4,-4,-4,2,28000,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,2,39250,3,1,3,2,3,2,4,2,-4,-4,-4,-4,-4,2,-3,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,41520,2,0,4,3,3,2,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-3,3,1,2,-4,-4,-4,-4,-4,2,48000,2,1,4,3,4,2,4
5323,4,2,4,1,4,2,11360,1,1,-4,-4,-4,-4,-4,2,14000,1,1,-4,-4,-4,-4,-4,-4,4,4,2,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,17500,1,1,1,-4,-4,-4,-4,-4,-4,2,18000,1,0,-4,-4,-4,-4,-4,-4,-4,-4,2,0,1,1,4,2,2,3,4,-4,-4,-4,-4,-4,-4,-4,2,20000,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,3,-4,-4,-4,-4,2,30000,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,40000,1,1,4,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,46800,1,1,1,-4,-4,-4,-4,-4,2,38893,1,0,2,3,3,3,3
5324,2,3,2,3,2,2,-3,3,1,2,-4,-4,-4,-4,2,11975,1,0,3,-4,-4,-4,-4,-4,4,1,4,2,4,3,3,-4,-4,-4,-4,-4,-4,-4,-4,2,77500,3,1,1,-4,-4,-4,-4,-4,-4,2,-3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,2,32500,2,1,3,3,4,3,4,-4,-4,-4,-4,-4,-4,-4,2,15460,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,10600,2,1,3,3,2,3,3,-4,-4,-4,-4,-4,-4,2,20920,2,1,3,3,-4,-4,-4,-4,-4,-4,-4,2,116700,2,1,3,3,2,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,28200,2,1,-4,-4,-4,-4,-4,-4,2,12251,2,1,1,3,2,3,3
5325,3,4,2,4,3,2,-3,4,2,-4,-4,-4,-4,-4,2,0,2,2,-4,-4,-4,-4,-4,-4,3,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-3,3,1,-4,-4,-4,-4,-4,-4,-4,2,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,2,2500,3,1,4,3,4,2,4,-4,-4,-4,-4,-4,-4,-4,2,7500,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,0,2,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,2,0,2,1,1,1,3,3,-4,-4,-4,-4,-4,2,-3,3,1,3,2,4,2,4,2,1,-4,-4,-4,-4,-4,-4,-4,-4,2,16700,2,0,1,2,-4,-4,-4,-4,2,45830,2,0,4,3,3,2,4
5326,2,2,3,1,3,2,-4,1,0,-4,-4,-4,-4,-4,2,-4,1,0,-4,-4,-4,-4,-4,-4,3,2,3,2,3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,1,0,-4,-4,-4,-4,-4,-4,-4,2,19000,2,0,-4,-4,-4,-4,-4,-4,-4,-4,2,-3,2,0,4,3,3,3,3,2,-4,-4,-4,-4,-4,-4,2,18382,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,2,24304,3,1,3,2,3,2,3,-4,-4,-4,-4,-4,-4,2,-3,3,1,3,-4,-4,-4,-4,-4,-4,-4,-4,3,6000,2,1,2,3,3,2,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,31472,1,2,2,-4,-4,-4,-4,-4,2,24300,3,1,3,3,2,3,3
5327,4,2,4,2,4,2,-3,1,0,-4,-4,-4,-4,-4,2,65500,1,0,-4,-4,-4,-4,-4,-4,4,2,4,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,92500,1,0,-4,-4,-4,-4,-4,-4,-4,2,30000,1,0,-4,-4,-4,-4,-4,-4,-4,-4,2,40000,1,0,4,3,4,2,4,-4,-4,-4,-4,-4,-4,-4,2,47500,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,54243,1,0,3,3,4,2,4,-4,-4,-4,-4,-4,-4,2,55500,4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,60000,4,0,4,3,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,75000,4,0,-4,-4,-4,-4,-4,-4,2,80000,1,0,4,2,4,1,4
5328,3,2,3,2,4,3,-4,2,1,-4,-4,-4,-4,-4,3,-4,2,1,-4,-4,-4,-4,-4,-4,3,2,3,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-3,2,1,-4,-4,-4,-4,-4,-4,-4,3,-3,2,1,1,-4,-4,-4,-4,-4,-4,-4,3,-3,3,1,3,4,2,3,3,-4,-4,-4,-4,-4,-4,-4,3,14006,2,1,2,2,-4,-4,-4,-4,-4,-4,-4,3,79332,2,1,2,3,2,3,2,2,-4,-4,-4,-4,-4,3,14957,2,0,-3,-3,-4,-4,-4,-4,-4,-4,-4,3,-3,2,1,3,3,2,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,13000,2,1,-4,-4,-4,-4,-4,-4,3,-3,2,1,3,2,3,1,3
5329,3,2,3,2,3,2,10000,1,0,-4,-4,-4,-4,-4,2,52500,1,0,-3,-4,-4,-4,-4,-4,3,3,3,3,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18000,1,0,2,-4,-4,-4,-4,-4,-4,2,12500,1,0,2,-4,-4,-4,-4,-4,-4,-4,2,750,1,0,4,3,4,1,4,-4,-4,-4,-4,-4,-4,-4,2,250,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,38650,1,0,3,2,4,2,4,3,-4,-4,-4,-4,-4,3,22000,2,0,3,-4,-4,-4,-4,-4,-4,-4,-4,2,-3,1,0,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,40835,1,0,2,-4,-4,-4,-4,-4,2,38000,2,1,4,2,4,2,4
5330,3,4,2,3,2,2,-4,1,0,-4,-4,-4,-4,-4,2,-4,1,0,-4,-4,-4,-4,-4,-4,3,2,2,3,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,7000,1,0,-4,-4,-4,-4,-4,-4,-4,2,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,2,11000,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,2,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,27750,2,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,2,-3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-3,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,68000,3,1,-4,-4,-4,-4,-4,-4,2,50000,3,1,4,2,4,2,4
5331,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,2,2,-4,-4,-4,2,12120,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,2,-4,-4,-4,-4,-4,-4,2,32500,2,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,2,33000,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,2,48000,2,1,4,2,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5332,4,2,4,2,4,2,2500,1,2,-4,-4,-4,-4,-4,2,2000,2,1,4,-4,-4,-4,-4,-4,3,3,2,3,2,2,-3,-3,-3,-4,-4,-4,-4,-4,-4,2,42000,1,1,-4,-4,-4,-4,-4,-4,-4,2,8000,1,2,-4,-4,-4,-4,-4,-4,-4,-4,2,6000,1,1,3,3,2,3,3,-4,-4,-4,-4,-4,-4,-4,2,8000,1,0,2,1,-4,-4,-4,-4,-4,-4,-4,2,7500,1,1,4,3,3,2,3,-4,-4,-4,-4,-4,-4,2,15000,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,12500,1,1,4,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,20000,1,1,3,1,-4,-4,-4,-4,3,24250,2,0,3,2,4,2,4
5333,3,3,2,3,3,2,-4,1,1,-4,-4,-4,-4,-4,2,28000,1,1,2,-4,-4,-4,-4,-4,3,3,3,3,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-3,1,1,1,-4,-4,-4,-4,-4,-4,2,-3,1,1,2,-4,-4,-4,-4,-4,-4,-4,2,-3,3,1,3,3,3,3,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,-4,2,-3,3,1,2,3,3,2,3,3,-3,-4,-4,-4,-4,4,17500,3,1,3,-4,-4,-4,-4,-4,-4,-4,-4,4,57000,3,1,3,2,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,-4,-4,-4,-4,-4,-4,4,25000,3,1,3,3,3,3,3
5334,3,3,3,2,3,2,-4,1,1,-4,-4,-4,-4,-4,2,-4,1,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,1,1,1,-4,-4,-4,-4,-4,-4,2,-3,1,1,2,2,-4,-4,-4,-4,-4,-4,2,16000,1,0,3,4,3,3,3,2,2,-4,-4,-4,-4,-4,2,26052,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,2,30000,2,1,2,4,2,3,3,1,-4,-4,-4,-4,-4,2,-3,2,2,1,-4,-4,-4,-4,-4,-4,-4,-4,2,-3,3,1,3,4,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,25000,3,1,-4,-4,-4,-4,-4,-4,2,17000,3,1,3,3,4,2,4
5335,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5336,3,2,3,2,3,2,75250,1,1,3,-4,-4,-4,-4,3,64500,2,1,-4,-4,-4,-4,-4,-4,3,2,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,80500,1,1,-4,-4,-4,-4,-4,-4,-4,2,84000,1,1,-4,-4,-4,-4,-4,-4,-4,-4,2,97500,1,1,3,3,4,2,3,-4,-4,-4,-4,-4,-4,-4,2,120000,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,2,20250,1,0,3,3,4,2,3,-4,-4,-4,-4,-4,-4,2,36250,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,33000,1,0,3,2,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,26250,1,2,-4,-4,-4,-4,-4,-4,2,15000,1,0,3,2,3,2,3
5337,3,2,4,2,4,2,-4,1,1,-4,-4,-4,-4,-4,2,-4,1,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,23500,1,1,-4,-4,-4,-4,-4,-4,-4,2,5000,1,1,-4,-4,-4,-4,-4,-4,-4,-4,2,35000,2,1,4,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,2,3000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,10000,1,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,2,-3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,1750,1,1,-4,-4,-4,-4,-4,-4,2,0,1,1,3,2,3,2,4
5338,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-3,1,1,4,2,3,2,4,-4,-4,-4,-4,-4,-4,2,34000,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,35000,1,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,40250,1,1,-4,-4,-4,-4,-4,-4,2,36000,1,1,4,2,4,2,4
5339,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,50000,1,1,3,2,-2,2,3,-4,-4,-4,-4,-4,-4,2,62250,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,70000,1,1,-1,2,4,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,102110,1,1,-4,-4,-4,-4,-4,-4,2,20000,1,1,3,2,4,2,4
